_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,study_id,session_id,__v,response,block,theword
ROW36983,3775,html-button-response,7,68131,0,P1181,STUDY0008,SESS1351,0,0,category_section_intro,
ROW36984,5741,survey-multi-select,8,73874,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,chicken
ROW36985,6335,survey-multi-select,9,80211,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,fish (animal)
ROW36986,2327,html-button-response,10,82539,0,P1181,STUDY0008,SESS1351,0,0,category_section_intro,
ROW36987,4653,survey-multi-select,11,87194,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""material""]}",category_organization_semblocked,pajamas
ROW36988,4238,survey-multi-select,12,91434,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""material""]}",category_organization_semblocked,t-shirt
ROW36989,4976,survey-multi-select,13,96411,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""material""]}",category_organization_semblocked,underpants
ROW36990,14398,survey-multi-select,15,112819,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,mushroom
ROW36991,2006,html-button-response,14,98419,0,P1181,STUDY0008,SESS1351,0,0,category_section_intro,
ROW36992,3295,survey-multi-select,17,118987,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,vegetable
ROW36993,2868,survey-multi-select,16,115690,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,pomegranate
ROW36994,3767,html-button-response,18,122755,0,P1181,STUDY0008,SESS1351,0,0,category_section_intro,
ROW36995,6422,survey-multi-select,19,129179,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,knee
ROW36996,1685,survey-multi-select,20,130866,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,waist
ROW36997,1032,html-button-response,21,131899,0,P1181,STUDY0008,SESS1351,0,0,category_section_intro,
ROW36998,7478,survey-multi-select,22,139379,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""material""]}",category_organization_semblocked,coin
ROW36999,4701,survey-multi-select,23,144082,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""material""]}",category_organization_semblocked,knife
ROW37000,2903,survey-multi-select,24,146986,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""shape""]}",category_organization_semblocked,pan
ROW37001,1997,survey-multi-select,25,148985,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""material""]}",category_organization_semblocked,rag
ROW37002,7062,survey-multi-select,27,157354,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""shape""]}",category_organization_semblocked,carousel
ROW37003,1304,html-button-response,26,150290,0,P1181,STUDY0008,SESS1351,0,0,category_section_intro,
ROW37004,4199,html-button-response,28,161554,0,P1181,STUDY0008,SESS1351,0,0,category_section_intro,
ROW37005,7685,survey-multi-select,29,169241,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,alphabet
ROW37006,5672,survey-multi-select,30,174914,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,broccoli
ROW37007,5245,survey-multi-select,31,180162,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""shape""]}",category_organization_semblocked,tower
ROW37008,3126,survey-multi-select,32,183290,0,P1181,STUDY0008,SESS1351,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW37009,840,html-button-response,33,184131,0,P1181,STUDY0008,SESS1351,0,0,,
ROW37010,2439,instructions,34,186571,0,P1181,STUDY0008,SESS1351,0,,,
ROW37011,2920,instructions,0,2921,0,P1497,STUDY0008,SESS1354,0,,,
ROW37012,14493,html-button-response,2,26651,0,P1497,STUDY0008,SESS1354,0,0,vocabulary_classification_criteria,
ROW37013,9235,html-button-response,1,12157,0,P1497,STUDY0008,SESS1354,0,0,precautions_survey,
ROW37014,9298,html-button-response,4,44108,0,P1497,STUDY0008,SESS1354,0,0,category_section_intro,
ROW37015,8157,html-button-response,3,34809,0,P1497,STUDY0008,SESS1354,0,0,lavender_instruction,
ROW37016,10283,survey-multi-select,5,54393,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,goose
ROW37017,7515,survey-multi-select,6,61908,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,turkey
ROW37018,4317,html-button-response,7,66226,0,P1497,STUDY0008,SESS1354,0,0,category_section_intro,
ROW37019,3930,survey-multi-select,9,79070,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,clothing
ROW37020,8911,survey-multi-select,8,75139,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,blouse
ROW37021,3573,survey-multi-select,10,82644,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,clothing
ROW37022,4059,survey-multi-select,11,86704,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,t-shirt
ROW37023,3257,html-button-response,12,89962,0,P1497,STUDY0008,SESS1354,0,0,category_section_intro,
ROW37024,7169,survey-multi-select,13,97131,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,balcony
ROW37025,4613,survey-multi-select,14,101745,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,carpet
ROW37026,3130,survey-multi-select,15,104875,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,carpet
ROW37027,2789,survey-multi-select,16,107665,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,tablecloth
ROW37028,1299,html-button-response,17,108965,0,P1497,STUDY0008,SESS1354,0,0,category_section_intro,
ROW37029,20089,survey-multi-select,18,129055,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,bun
ROW37030,9736,survey-multi-select,19,138792,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,nugget
ROW37031,1097,html-button-response,20,139890,0,P1497,STUDY0008,SESS1354,0,0,category_section_intro,
ROW37032,5167,survey-multi-select,21,145059,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,key
ROW37033,6379,survey-multi-select,22,151439,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,piano
ROW37034,5513,survey-multi-select,23,156953,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,pill
ROW37035,7371,survey-multi-select,24,164325,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,tape (object)
ROW37036,5459,survey-multi-select,25,169785,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,vacuum cleaner
ROW37037,951,html-button-response,26,170737,0,P1497,STUDY0008,SESS1354,0,0,category_section_intro,
ROW37038,4451,survey-multi-select,27,175188,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,street
ROW37039,3720,survey-multi-select,28,178909,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,street
ROW37040,933,html-button-response,29,179842,0,P1497,STUDY0008,SESS1354,0,0,category_section_intro,
ROW37041,5625,survey-multi-select,30,185468,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,grill (object)
ROW37042,2553,survey-multi-select,31,188022,0,P1497,STUDY0008,SESS1354,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW37043,835,html-button-response,32,188858,0,P1497,STUDY0008,SESS1354,0,0,,
ROW37044,2695,instructions,33,191553,0,P1497,STUDY0008,SESS1354,0,,,
ROW37045,11932,instructions,0,11944,0,P1757,STUDY0008,SESS1331,0,,,
ROW37046,42882,survey-multi-select,5,196291,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,bell
ROW37047,13712,html-button-response,4,153392,0,P1757,STUDY0008,SESS1331,0,0,category_section_intro,
ROW37048,21377,html-button-response,2,120487,0,P1757,STUDY0008,SESS1331,0,0,vocabulary_classification_criteria,
ROW37049,19182,html-button-response,3,139676,0,P1757,STUDY0008,SESS1331,0,0,lavender_instruction,
ROW37050,87156,html-button-response,1,99104,0,P1757,STUDY0008,SESS1331,0,0,precautions_survey,
ROW37051,9037,html-button-response,7,235205,0,P1757,STUDY0008,SESS1331,0,0,category_section_intro,
ROW37054,19323,survey-multi-select,10,282723,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,button
ROW37052,29869,survey-multi-select,6,226166,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,card
ROW37053,21741,survey-multi-select,11,304468,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,sweater
ROW37055,4021,html-button-response,9,263394,0,P1757,STUDY0008,SESS1331,0,0,category_section_intro,
ROW37056,24162,survey-multi-select,8,259370,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape""]}",category_organization_semblocked,deer
ROW37057,21778,survey-multi-select,14,340833,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,bread
ROW37059,10943,survey-multi-select,13,319050,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,banana
ROW37061,20052,survey-multi-select,16,380569,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,croissant
ROW37060,35751,survey-multi-select,17,416325,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,raspberry
ROW37058,19671,survey-multi-select,15,360508,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,cheerios
ROW37062,3630,html-button-response,12,308100,0,P1757,STUDY0008,SESS1331,0,0,category_section_intro,
ROW37064,3527,html-button-response,18,419856,0,P1757,STUDY0008,SESS1331,0,0,category_section_intro,
ROW37065,5892,survey-multi-select,19,425755,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape""]}",category_organization_semblocked,ear
ROW37063,20166,survey-multi-select,20,445928,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape""]}",category_organization_semblocked,eyelash
ROW37066,22208,survey-multi-select,21,468140,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape""]}",category_organization_semblocked,knee
ROW37067,24729,survey-multi-select,23,496300,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,battery
ROW37068,3417,html-button-response,22,471559,0,P1757,STUDY0008,SESS1331,0,0,category_section_intro,
ROW37070,10107,survey-multi-select,27,553657,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape""]}",category_organization_semblocked,earth
ROW37071,2379,html-button-response,26,543546,0,P1757,STUDY0008,SESS1331,0,0,category_section_intro,
ROW37069,20684,survey-multi-select,24,516987,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,pacifier
ROW37073,2384,html-button-response,28,556044,0,P1757,STUDY0008,SESS1331,0,0,category_section_intro,
ROW37074,24174,survey-multi-select,25,541165,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,photo
ROW37072,18408,survey-multi-select,29,574456,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,can
ROW37075,21801,survey-multi-select,30,596262,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape""]}",category_organization_semblocked,plaza
ROW37076,59925,survey-multi-select,31,656197,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,sailboat
ROW37077,2162,html-button-response,33,671533,0,P1757,STUDY0008,SESS1331,0,0,,
ROW37078,13167,survey-multi-select,32,669368,0,P1757,STUDY0008,SESS1331,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,lavender
ROW37079,2867,instructions,34,674401,0,P1757,STUDY0008,SESS1331,0,,,
ROW37080,14609,instructions,0,14618,0,P1567,STUDY0008,SESS1356,0,,,
ROW37081,19098,html-button-response,1,33726,0,P1567,STUDY0008,SESS1356,0,0,precautions_survey,
ROW37082,1604,html-button-response,2,35332,0,P1567,STUDY0008,SESS1356,0,0,vocabulary_classification_criteria,
ROW37083,3525,html-button-response,3,38861,0,P1567,STUDY0008,SESS1356,0,0,lavender_instruction,
ROW37084,26646,html-button-response,4,65510,0,P1567,STUDY0008,SESS1356,0,0,category_section_intro,
ROW37085,7149,survey-multi-select,5,72677,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,chicken
ROW37086,4663,survey-multi-select,6,77352,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,sheep
ROW37087,4459,html-button-response,7,81814,0,P1567,STUDY0008,SESS1356,0,0,category_section_intro,
ROW37088,5151,survey-multi-select,8,86972,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape""]}",category_organization_semblocked,bib
ROW37089,3788,survey-multi-select,9,90765,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,swimsuit
ROW37090,4096,html-button-response,10,94864,0,P1567,STUDY0008,SESS1356,0,0,category_section_intro,
ROW37091,5686,survey-multi-select,11,100556,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,carpet
ROW37092,3358,survey-multi-select,12,103918,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,dining room
ROW37093,4820,survey-multi-select,13,108741,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,puddle
ROW37094,4680,survey-multi-select,14,113427,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,stove
ROW37095,7318,survey-multi-select,15,120754,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape""]}",category_organization_semblocked,window
ROW37096,1948,html-button-response,16,122705,0,P1567,STUDY0008,SESS1356,0,0,category_section_intro,
ROW37097,4024,survey-multi-select,17,126733,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,popsicle
ROW37098,1629,html-button-response,18,128366,0,P1567,STUDY0008,SESS1356,0,0,category_section_intro,
ROW37099,5396,survey-multi-select,19,133766,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,battery
ROW37100,3033,survey-multi-select,20,136805,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,glasses
ROW37101,3915,survey-multi-select,21,140723,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,hammer
ROW37102,7842,survey-multi-select,22,148569,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape""]}",category_organization_semblocked,pan
ROW37103,5438,survey-multi-select,23,154011,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,towel
ROW37104,1246,html-button-response,24,155260,0,P1567,STUDY0008,SESS1356,0,0,category_section_intro,
ROW37105,4136,survey-multi-select,25,159404,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""material""]}",category_organization_semblocked,dust
ROW37106,2316,survey-multi-select,26,161725,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,flower
ROW37107,3552,survey-multi-select,27,165281,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,rock (object)
ROW37109,1350,html-button-response,29,172762,0,P1567,STUDY0008,SESS1356,0,0,category_section_intro,
ROW37108,6118,survey-multi-select,28,171410,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,water (not beverage)
ROW37110,3462,survey-multi-select,30,176230,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""shape""]}",category_organization_semblocked,onesie
ROW37112,1058,html-button-response,32,179074,0,P1567,STUDY0008,SESS1356,0,0,,
ROW37111,1774,survey-multi-select,31,178013,0,P1567,STUDY0008,SESS1356,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW37113,1776,instructions,33,180851,0,P1567,STUDY0008,SESS1356,0,,,
ROW37114,47107,html-button-response,1,71465,0,P1609,STUDY0008,SESS1342,0,0,precautions_survey,
ROW37115,8085,html-button-response,3,107623,0,P1609,STUDY0008,SESS1342,0,0,lavender_instruction,
ROW37116,24354,instructions,0,24357,0,P1609,STUDY0008,SESS1342,0,,,
ROW37117,28071,html-button-response,2,99537,0,P1609,STUDY0008,SESS1342,0,0,vocabulary_classification_criteria,
ROW37118,34125,survey-multi-select,5,175847,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,ship
ROW37119,34094,html-button-response,4,141718,0,P1609,STUDY0008,SESS1342,0,0,category_section_intro,
ROW37120,23966,survey-multi-select,7,215095,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,bubbles
ROW37121,15279,html-button-response,6,191127,0,P1609,STUDY0008,SESS1342,0,0,category_section_intro,
ROW37122,17911,html-button-response,9,254776,0,P1609,STUDY0008,SESS1342,0,0,category_section_intro,
ROW37123,21767,survey-multi-select,8,236864,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,spade
ROW37124,19832,survey-multi-select,10,274610,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,goose
ROW37125,18455,survey-multi-select,11,293067,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,piglet
ROW37126,35185,survey-multi-select,13,337146,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,cutlet
ROW37127,8890,html-button-response,12,301958,0,P1609,STUDY0008,SESS1342,0,0,category_section_intro,
ROW37128,14529,survey-multi-select,15,371790,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,pear
ROW37129,20111,survey-multi-select,14,357259,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,nugget
ROW37130,13876,html-button-response,17,406851,0,P1609,STUDY0008,SESS1342,0,0,category_section_intro,
ROW37131,21183,survey-multi-select,16,392974,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,raisin
ROW37132,17171,survey-multi-select,19,443811,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,foot
ROW37133,19786,survey-multi-select,18,426639,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,beard
ROW37134,18447,survey-multi-select,20,462260,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,mustache
ROW37135,17618,survey-multi-select,21,479881,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,tongue
ROW37136,13199,html-button-response,22,493081,0,P1609,STUDY0008,SESS1342,0,0,category_section_intro,
ROW37137,4301,survey-multi-select,23,497384,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,bucket
ROW37138,5042,survey-multi-select,24,502428,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,comb (object)
ROW37139,6584,survey-multi-select,25,509013,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""material""]}",category_organization_semblocked,garbage
ROW37140,3424,html-button-response,26,512438,0,P1609,STUDY0008,SESS1342,0,0,category_section_intro,
ROW37141,30979,survey-multi-select,27,543418,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""material""]}",category_organization_semblocked,boulder
ROW37142,32805,survey-multi-select,28,576225,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,icicle
ROW37143,2028,html-button-response,29,578254,0,P1609,STUDY0008,SESS1342,0,0,category_section_intro,
ROW37144,14738,survey-multi-select,30,592994,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""shape""]}",category_organization_semblocked,clementine
ROW37145,13596,survey-multi-select,32,624405,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""color""]}",category_organization_semblocked,lavender
ROW37146,17810,survey-multi-select,31,610806,0,P1609,STUDY0008,SESS1342,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,eraser
ROW37147,2096,html-button-response,33,626502,0,P1609,STUDY0008,SESS1342,0,0,,
ROW37148,6252,instructions,34,632754,0,P1609,STUDY0008,SESS1342,0,,,
ROW37149,84781,instructions,0,84798,0,P1643,STUDY0008,SESS1350,0,,,
ROW37151,3949,html-button-response,4,112352,0,P1643,STUDY0008,SESS1350,0,0,category_section_intro,
ROW37152,8651,html-button-response,1,93458,0,P1643,STUDY0008,SESS1350,0,0,precautions_survey,
ROW37150,10838,html-button-response,2,104301,0,P1643,STUDY0008,SESS1350,0,0,vocabulary_classification_criteria,
ROW37153,4087,html-button-response,3,108396,0,P1643,STUDY0008,SESS1350,0,0,lavender_instruction,
ROW37154,7034,survey-multi-select,5,119402,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,clay
ROW37155,1468,html-button-response,7,124632,0,P1643,STUDY0008,SESS1350,0,0,category_section_intro,
ROW37156,3742,survey-multi-select,6,123157,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,gun
ROW37157,878,html-button-response,9,129306,0,P1643,STUDY0008,SESS1350,0,0,category_section_intro,
ROW37158,3783,survey-multi-select,8,128424,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,pigeon
ROW37159,2537,survey-multi-select,10,131849,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,kitchen
ROW37160,1927,survey-multi-select,11,133787,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,table
ROW37161,2686,survey-multi-select,13,137452,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,butter
ROW37162,967,html-button-response,12,134758,0,P1643,STUDY0008,SESS1350,0,0,category_section_intro,
ROW37163,1624,survey-multi-select,14,139084,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""color""]}",category_organization_semblocked,chickpea
ROW37164,1480,survey-multi-select,17,202637,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""color""]}",category_organization_semblocked,honey
ROW37165,2425,survey-multi-select,15,141518,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,cocoa
ROW37166,59623,survey-multi-select,16,201149,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""color""]}",category_organization_semblocked,honey
ROW37167,2755,survey-multi-select,18,205401,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape""]}",category_organization_semblocked,noodles
ROW37168,1787,survey-multi-select,19,207196,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,taco
ROW37169,1984,survey-multi-select,21,210185,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""color""]}",category_organization_semblocked,hair
ROW37170,990,html-button-response,20,208192,0,P1643,STUDY0008,SESS1350,0,0,category_section_intro,
ROW37171,1629,survey-multi-select,22,211822,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape""]}",category_organization_semblocked,neck
ROW37172,1170,survey-multi-select,23,213002,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""color""]}",category_organization_semblocked,neck
ROW37173,6077,survey-multi-select,24,219089,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,vagina
ROW37174,838,html-button-response,25,219932,0,P1643,STUDY0008,SESS1350,0,0,category_section_intro,
ROW37175,2682,survey-multi-select,26,222625,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape""]}",category_organization_semblocked,box
ROW37176,1361,survey-multi-select,28,225456,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""color""]}",category_organization_semblocked,tape (object)
ROW37177,1446,survey-multi-select,27,224083,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""shape""]}",category_organization_semblocked,spoon
ROW37178,861,html-button-response,29,226322,0,P1643,STUDY0008,SESS1350,0,0,category_section_intro,
ROW37179,1888,survey-multi-select,30,228219,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""color""]}",category_organization_semblocked,backyard
ROW37180,1991,survey-multi-select,31,230219,0,P1643,STUDY0008,SESS1350,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW37181,3577,html-button-response,32,233802,0,P1643,STUDY0008,SESS1350,0,0,,
ROW37182,1506,instructions,33,235311,0,P1643,STUDY0008,SESS1350,0,,,
ROW37183,7177,instructions,0,7180,0,P1493,STUDY0008,SESS1355,0,,,
ROW37184,8768,html-button-response,1,15949,0,P1493,STUDY0008,SESS1355,0,0,precautions_survey,
ROW37185,6174,html-button-response,3,33721,0,P1493,STUDY0008,SESS1355,0,0,lavender_instruction,
ROW37186,11596,html-button-response,2,27546,0,P1493,STUDY0008,SESS1355,0,0,vocabulary_classification_criteria,
ROW37187,8264,html-button-response,4,41986,0,P1493,STUDY0008,SESS1355,0,0,category_section_intro,
ROW37188,28755,survey-multi-select,5,70743,0,P1493,STUDY0008,SESS1355,0,"{""Q0"":[""shape""]}",category_organization_semblocked,card
ROW37189,18234,survey-multi-select,6,88978,0,P1493,STUDY0008,SESS1355,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,drum
ROW37190,6354,survey-multi-select,7,95334,0,P1493,STUDY0008,SESS1355,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,gun
ROW37191,6295,survey-multi-select,8,101630,0,P1493,STUDY0008,SESS1355,0,"{""Q0"":[""color""]}",category_organization_semblocked,marker
ROW37192,6344,survey-multi-select,9,107975,0,P1493,STUDY0008,SESS1355,0,"{""Q0"":[""color""]}",category_organization_semblocked,pen
ROW37193,8156,survey-multi-select,10,116133,0,P1493,STUDY0008,SESS1355,0,"{""Q0"":[""color""]}",category_organization_semblocked,pen/pencil
ROW37194,5699,html-button-response,11,121832,0,P1493,STUDY0008,SESS1355,0,0,category_section_intro,
ROW37195,13272,survey-multi-select,12,135105,0,P1493,STUDY0008,SESS1355,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,seal (animal)
